question,label
아갈이,1
아갈통,1
아구창,1
아구통,1
아굴,1
얌마,1
양넘,1
양년,1
양놈,1
엄창,1
엠병,1
여물통,1
염병,1
엿같,1
옘병,1
옘빙,1
오입,1
왜년,1
왜놈,1
욤병,1
육갑,1
은년,1
을년,1
이년,1
이새끼,1
이새키,1
이스끼,1
이스키,1
임마,1
자슥,1
잡것,1
잡넘,1
잡년,1
잡놈,1
저년,1
저새끼,1
접년,1
젖밥,1
조까,1
조까치,1
조낸,1
조또,1
조랭,1
조빠,1
조쟁이,1
조지냐,1
조진다,1
조찐,1
조질래,1
존나,1
존나게,1
존니,1
존만,1
존만한,1
좀물,1
좁년,1
좆,1
좁밥,1
좃까,1
좃또,1
좃만,1
좃밥,1
좃이,1
좃찐,1
좆같,1
좆까,1
좆나,1
좆또,1
좆만,1
좆밥,1
좆이,1
좆찐,1
좇같,1
좇이,1
좌식,1
주글,1
주글래,1
주데이,1
주뎅,1
주뎅이,1
주둥아리,1
주둥이,1
주접,1
주접떨,1
죽고잡,1
죽을래,1
죽통,1
쥐랄,1
쥐롤,1
쥬디,1
지랄,1
지럴,1
지롤,1
지미랄,1
짜식,1
짜아식,1
쪼다,1
쫍빱,1
찌랄,1
창녀,1
캐년,1
캐놈,1
캐스끼,1
캐스키,1
캐시키,1
탱구,1
팔럼,1
퍽큐,1
호로,1
호로놈,1
호로새끼,1
호로색,1
호로쉑,1
호로스까이,1
호로스키,1
후라들,1
후래자식,1
후레,1
후뢰,1
씨ㅋ발,1
ㅆ1발,1
씌발,1
띠발,1
띄발,1
뛰발,1
띠ㅋ발,1
뉘뮈,1
니 얼굴 실화냐,1
개시발 좆같은 새끼야,1
관종 레알 밥도둑,1
패드립,1
지랄하네,1
지랄하지마 개새끼야,1
씹새끼 좆같네 좆같아,1
간나새끼 개간나 쌍간나 종간나 좆간나. 대표적인 북한의 욕,1
갈보 걸레 창녀와 비슷한 뜻.,1
개 개(두 '개'의 링크가 다르다 후자는 1.1 즉 부정적 의미) '개'라는 동물 자체를 일컫는 말이라고 하기에는 '비하' 또는 '격하'의 의미가 강하다. 네이버 국어사전에 따르면 동물 '개'가 아닌 다른 의미로 '개'는 '행실이 형편없는 사람을 비속하게 이르는 말'이라는 풀이가 있는데 이 경우가 욕설로서의 '개'의 어원이 된다고 할 수 있다. '너는 개다'라는 식으로 '개' 그 자체로 욕설이 되기도 하지만 '개-'와 같이 접두사로 사용되면서 비하 또는 격하의 의미(개년 개새끼 개판 개씨발 개꼴통 개똥차 개쌍판 개꿈 개수작 개망나니 등)가 되기도 하고 2000년대 들어서는 청소년과 온라인을 중심으로 '강조'의 의미(개맛있다 개재미있다(개꿀잼)/없다 개덥다 개무겁다 개비싸다 개 존나 잘생겼다(개존잘) 등) 를 띠기도 하는 추세이다. 후자의 경우 어감은 좀 그렇지만 '욕설' 또는 '비하'의 의미는 없는 것으로 이해하는 편이다. 하지만 기본적으로 '개-'를 접두어로 사용하는 경우 욕이 아닌 것도 웬만하면 욕인 듯한 느낌으로 만들 수 있고 특히 듣는 사람들 입장에서는 욕설처럼 들릴 수 있으니 사용에 유의하자.,1
개간년 개같은 여자의 약자,1
개나리,1
개년,1
개돼지 해당 항목 참조.,1
개새끼(견공자제분) 개새 한국의 모든 욕 중에 제일 대표를 꼽으라면 바로 이 '개새끼'와 '씨발'을 꼽을 수 있을 정도로 대표적인 욕이다. 개좆같은 새끼라고도 한다. 조선왕조실록에서도 나오는 유서 깊은(?) 욕설이다. 단순히 짐승 같다는 뜻으로 생각하기 쉽지만 사실 패드립이 숨어 있다.,1
개쓰레기,1
개소리,1
개씨발(개씹할),1
개씹  개좆,1
개지랄,1
개족새 개 좆같은 새끼의 줄임말,1
개차반 개가 먹는 음식인 똥이라는 뜻으로 언행이 몹시 더러운 사람을 속되게 이르는 말. 다만 요즘은 욕설보다는 어감 때문에 쓰이는 편. '씨발' 도 그렇다지만 한국인들한테 씨발이 무슨 뜻이냐고 물으면 다들 대답하는데 이 개차반이란 말은 무슨 뜻이냐고 물으면 대답할 수 있는 사람이 거의 없을 것이다.,1
거렁뱅이 거지,1
걸레,1
경을 칠 놈 20세기 후반까지만 해도 종종 들을 수 있었으나 현대에는 잘 사용되지 않는 욕이다. 하지만 문신을 형벌 수단으로 사용했던 역사가 있어서 유서깊은 욕 중 하나이다.,1
고자(현재는 욕으로써 가진 뜻이 약해진 것 같다.) 이 사람이 친숙한 이미지로 바꿨기 때문이다,1
과메기 경상도 비하 발언,1
광녀 광년이,1
괴뢰 괴뢰군 북한에서 대한민국 국군을 또는 역으로 남한에서 조선인민군을 비하하는 멸칭. 각각 미군과 소련군(또는 중공군) 명령에나 복종하는 비겁한 괴뢰 군대라는 뜻이다.,1
그지깽깽이 거지의 전라도 속어에 절름발이의 비칭인 깽깽이가 붙었다. 사실상 사투리인데 같은 뜻의 단어라도 독특한(유난히 기분 나쁜) 어감으로 인해 욕설이 되는 경우가 많다. 인터넷에서 쓰이는 용법은 충격과 공포다 그지 깽깽이들아라는 짤방으로 인해 유명해졌다. 비슷한 뜻으로 거랭이 걸뱅이 경기도 사투리의 거렁뱅이가 있다.,1
급식충 급식을 먹는 초중고딩을 비하하는 욕설.,1
김치녀 상식 이하의 행동을 하거나 속물주의자 남성을 재화로 여기는 한국 여성들을 비난하는 말로 쓰인다. 같은 뜻으로는 보슬아치가 있다. 원래는 한국 여성들을 지칭하는 농담조의 낱말이었으나 2012년 말 ~ 2013년부터는 아예 한국 여자 다수를 비하하는 용어로 바뀌어 다른 사이트에서도 갑작스레 엄청 쓰이기 시작했다. 자세한 것은 항목참조,1
꺼벙이 본래는 꺼병이. 꺼병이는 꿩의 새끼를 뜻하는 말이며 꿩의 새끼는 거칠고 추하게 생겼다. 그래서 행동이 어설픈 사람을 얕잡아 꺼병이라고 부르다 꺼벙이로 발음이 변하였다.,1
꺼저 꺼져,1
꼬걸,1
꼬붕 일본말인 子分으로 쓰고 kobun으로 발음하기 때문에 '꼬봉'은 틀리고 '꼬붕'이 맞는 말이다. 반대말은 오야붕이다. '부하'라는 뜻이다.,1
꼰대,1
꼴통 원래 뜻은 머리가 나쁜 사람을 속되게 이르는 말로 그 뜻과 더불어 머리를 속되게 이르는 말인 '골통' 에서 파생된 욕이다. 억양이 강조된 느낌이라 골통보다 많이 쓰인다.,1
너 같은 새끼는 뻑큐가 최고야,1
년 + 놈 = 연놈,1
냄비 문란한 여자를 비난하는 말로 걸레 갈보 창녀의 욕설적 의미와 같다. 파생어로 성매매 업소에서의 성행위를 뜻하는 '냄비를 닦다'란 은어가 있다.,1
틀딱충,1
논다니,1
느개비 '니 애비'와 비슷한 뜻의 패드립. 예) 느개비 후장 팔이 느개비 습관적으로 꼬추 먹었는데 알고보니 즈가들(즈그아들) 꼬추,1
느금마 니기미(니미)와 비슷한 뜻의 패드립. 예) 느금마 붕어빵 장사,1
니미럴 '니 에미랑 붙어먹을'이란 뜻이라는 설이 있다. 정확한 어원은 불명. 보통 축약해서 니미할 니미럴 등으로 사용한다. 자신의 어미와도 붙어먹을 정도로 막장스럽고 인간이길 포기한 놈이라는 심한 욕이다.,1
니기미 네미(어떤 일에 대하여 몹시 못마땅할 때 욕으로 하는말)의 잘못. 니미와는 다르다,1
니상년,1
노답 어떤 상황에 어떤 사람이 하는 행동이나 다른 것들이 말이 안될 때 사용한다. No (아니다) 답 (Answer).,1
나가뒤져 말그대로 나가 뒤져라 라는뜻 사용방법은 욕이 다 그렇듯 아무데나 가져다 붙이면된다. 지금은 쉽게 들을 수 있는 욕이고 별로 치욕스러운 표현이라고 생각하지도 않지만 과거에는 꽤 큰 욕이었다. 강시항목에서도 볼 수 있지만 전통적인 관념으로는 자기 집에서 죽지 않은 죽음을 객사라고 하는데 타지에서 죽는 것은 아주 비참한 죽음으로 여겨졌다.,1
니미뽕 니미(니애미)라는 패드립에 뽕이라는 어감을 추가한 것,1
닥쳐 어원은 닭 + 쳐 이다. 입을 다물라는 욕. 입이나 아가리를 앞에 붙여(=아닥) 쓰기도 한다. 그래도 가리진 않는다. 요즘은 수위가 굉장히 낮아졌다.,1
닭대가리(돌대가리나 새대가리라고도 한다.),1
돼지 돼지새끼,1
되놈,1
뒈지다 죽다를 속되게 이르는 말로 대체로 뒈져라(박여사) 나가 뒈져라 XX가 뒈질라고 뒈질래? 등으로 사용된다. 방언으로는 뒤지다 뒤질래? 댐질래? 디질래 디져라 등으로도 사용되고 있다.,1
등신 한자로는 等神으로 원래는 한국 무속신앙에서 제례용으로 쓰던 일종의 우상을 일컫는 말이었다. 그것이 (우상처럼) 아무것도 못하는 놈 의 뜻을 거쳐 현재의 의미로 변화되었다.,1
따까리 누군가에게 신하처럼 여겨지는 것을 나타낸다. 쉽게말해서 종.,1
딸딸이 부대(혹은 딸딸이대) 일본 자위대를 스스로 지킨다는 뜻의 자위(自衛)가 아닌 일본 성문화와 겹쳐 자위(自慰)의 뜻으로 비꼬아 부르는 표현. 파생어로 영어로 바꾼 ‘마스터베이션 아미(Masturbation Army)’라고도 부르기도 한다.,1
땡중 땡추 파계승을 우스꽝스럽게 비꼰 말. 스님들끼린 겸손한 의미로 자신을 낮추어 쓰거나 장난삼아 하지만 일반인이나 신도는 스님 앞에서 이 말을 꺼내면 절대 안된다.,1
떨거지 겨레붙이나 한통속으로 지내는 사람을 낮잡아 이르는 말. 떨거지 같다는 식으로 귀찮은 사람을 가리킬때 쓰기도 한다. '거지 중에서도 떨어지는 거지'로 아는 사람들도 있는데 전혀 아니며 떼거지 떼거리와도 다른 말이다.,1
또라이(돌아이),1
똘마니 주로 범죄 집단에서 부하나 하수인을 속되게 이르는 말. 본래는 좋은 뜻이었다고 한다. 똘똘한 사람을 가리키는 인명 조성어 '돌'(똘)과 심마니의 마니처럼 사람을 뜻하는 '만이'가 합쳐졌다는 풀이와 신라의 선덕여왕과 당나라군을 몰아낸 화랑 죽지랑 충절을 지킨 박제상이 모두 ‘돌맏’으로 불렸다고 해서 ‘똘똘한 사람’을 가리키는 인명 조성어 ‘돌’과 ‘으뜸’ ‘첫째’를 뜻하는 ‘맏’이 합쳐진 ‘돌맏’을 어원으로 보고 ‘'으뜸으로 똑똑한 사람'이라고 보는 견해도 있다. ‘돌’의 뜻은 퇴색됐다고는 하지만 꾀돌이 날쌘돌이 똘이장군 등에서는 ‘재주가 뛰어난 사람’ ‘전문가’라는 좋은 의미가 남아있다.,1
똘추 또라이 + 추한놈을 줄인 말로 풀이하기도 한다. 그런데 어느새부터인가 스모선수의 뒤를 닦아주는 직업을 뜻하는 말 어원이 불분명해서 정확히 어떤 말이 어원이라고 할 순 없지만 맹하거나 멍청한 사람을 비하하는 말인 맹추 멍추 혹은 척추층만증 장애인과 환자를 속되게 이르는 말인 꼽추와 연관이 있어보인다. 어떤 지방에서는 '똘마니 꼬추' 의 준말로 쓰인다고 한다. 그래서 그 지방에서는 여성용으로 똘지 라는 욕설도 있었다고.,1
똥,1
똥개,1
띨빵 '둔하다' '칠칠맞은' '생각이 없다'는 뜻을 가진 경상권(통영) 사투리이지만 '멍청하다'랑 일맥상통하여 멍청한 사람에게 욕설로써 사용하는 경우가 많다.,1
두음법칙 때문에 ㄹ로 시작하는 고유어 및 한자어가 거의 없는 연유로 ㄹ로 시작하는 욕도 드물다.,1
레기 욕하는 대상의 끝에 붙여 접미사로 사용된다. 'O레기'와 같은 형태로 쓰인다.어원은 쓰레기로 추정.,1
루저 기본적으로 영어권에서의 욕설이나 한국에서는 이도경 사건으로 외래어로도 정착되었다. 신장이 작은 남성을 비하하는 발언으로 사용된다.,1
렉카충 렉카 기사를 낮잡아 말하는 발언,1
ㅁㅈㅎ 일베에서 반대를 뜻하는 말.,1
망나니 상종하면 안되는 인간.((죄인들 참수하는 천한 놈 막돼먹은 놈에서 의견 합치)),1
맘충,1
매국노,1
머저리 바보나 멍청이와 비슷한 말. 이청준의 소설 '병신과 머저리'에 제목으로 쓰였다.,1
먹사 교회를 치부의 수단으로 생각하는 목사들의 행태에서 비롯된 말.,1
멍청도 충청도 비하발언,1
멍청이,1
메갈 메갈리아 법정에서 워마드 보슬아치와 같이 모욕죄가 인정되었다.,1
모자라다 바보의 은유. 요즘은 이게 더 심한 표현으로 받아들여진다.시라소니 모자란 새끼다.,1
무뇌 파생된 말로 무뇌충 무뇌아 무뇌봉 등이 있다.,1
미제 미국 제국주의자 놈들 이라는 뜻으로 북한이 미국을 욕할 때에 쓰이는 욕이다.,1
미치광이,1
미친개,1
미친년,1
미친놈 미친년의 경우 주로 여자에게 쓰이나 남자들끼리 욕할 때도 가끔 쓰인다.,1
미친새끼,1
미친,1
바보,1
바보멍청이해삼멍게말미잘,1
버러지 곤충을 비롯하여 기생충과 같은 하등 동물을 통틀어 이르는 말이나 어감상 욕으로 쓰인다.,1
변태 변태새끼,1
병신 (病身),1
병신따까리(새끼) 병신의 부하.,1
벌레 벌레새끼 대표적으로 롤에서 쓰이는 말이기도 하다,1
보슬(아치) 보지와 벼슬(아치)의 합성어로 남자를 봉으로 알고 금품이나 현금을 요구하며 기준 이하의 남자를 쓰레기로 보는 여자 혹은 그러한 행태를 비난하는 용도로 쓰인다. 법정에서 메갈리아 워마드와 같이 모욕죄가 성립되었다.,1
보전깨,1
보지,1
보지년 여자를 속되게 이르는 말.,1
